success,status_code,resumefrom,url,destfile,error,type,modified,time,headers
TRUE,200,0,https://movilidad-opendata.mitma.es/zonificacion/zonificacion_distritos/zonificacion_distritos.qmd,data/raw_data/v2/zonificacion/zonificacion_distritos/zonificacion_distritos.qmd,,binary/octet-stream,1671549926,0.168823,HTTP/1.1 200 OK|x-amz-id-2: 2ALyfJfO04THnIo8A10Gde4p/spNZwlY0JH0ynm19oMcGF34lWKdSKAOMAdZG3K5zg0SRuU/cDI=|x-amz-request-id: J1D4RQE1NAY32SJD|"Date: Tue, 16 Jul 2024 10:12:18 GMT"|"Last-Modified: Tue, 20 Dec 2022 15:25:26 GMT"|"ETag: ""ac91c09d0f1207b0fe7051deaec8729a"""|x-amz-server-side-encryption: AES256|x-amz-version-id: OK9A9yG8WLzDYm0olEl2lToYGM44HPCB|Accept-Ranges: bytes|Content-Type: binary/octet-stream|Server: AmazonS3|Content-Length: 657|"Set-Cookie: cookiesession1=678A3E6279A8959BD093D3BA2C616B9C;Expires=Wed, 16 Jul 2025 10:12:17 GMT;Path=/;Secure;HttpOnly"|X-XSS-Protection: 1|X-Content-Type-Options: nosniff|Referrer-Policy: strict-origin-when-cross-origin
TRUE,200,0,https://movilidad-opendata.mitma.es/zonificacion/zonificacion_distritos/zonificacion_distritos_centroides.qmd,data/raw_data/v2/zonificacion/zonificacion_distritos/zonificacion_distritos_centroides.qmd,,binary/octet-stream,1671549928,0.174963,HTTP/1.1 200 OK|x-amz-id-2: QGX4Km2vdIkovyAMZmlyrdGxVb+KgnekiwP72s8m57MFbkOZTPsZtjQgNMciew3iBod14Ou7BaU=|x-amz-request-id: J1DD81MWESCX1X38|"Date: Tue, 16 Jul 2024 10:12:18 GMT"|"Last-Modified: Tue, 20 Dec 2022 15:25:28 GMT"|"ETag: ""7e7e029b2fa9c3abe47665be5be6a49c"""|x-amz-server-side-encryption: AES256|x-amz-version-id: X0UoXgdxKom2ER3quveV7QaHz6hCEEi8|Accept-Ranges: bytes|Content-Type: binary/octet-stream|Server: AmazonS3|Content-Length: 650|"Set-Cookie: cookiesession1=678A3E622E52873E066325DDF3732A0F;Expires=Wed, 16 Jul 2025 10:12:17 GMT;Path=/;Secure;HttpOnly"|X-XSS-Protection: 1|X-Content-Type-Options: nosniff|Referrer-Policy: strict-origin-when-cross-origin
TRUE,200,0,https://movilidad-opendata.mitma.es/zonificacion/zonificacion_distritos/nombres_distritos.csv,data/raw_data/v2/zonificacion/zonificacion_distritos/nombres_distritos.csv,,text/csv,1681898222,0.314135,HTTP/1.1 200 OK|x-amz-id-2: banN+7wkkkWR3CKCxjP+SbBlWU3MCSYpRW2NOZFLmncrfWAS4izn+h18Y1IGphbn6NzhJmgxwpo=|x-amz-request-id: J1DF279KZKXCZ1FR|"Date: Tue, 16 Jul 2024 10:12:18 GMT"|"Last-Modified: Wed, 19 Apr 2023 09:57:02 GMT"|"ETag: ""979149df0a61b870d6c01f7f0ac8c166"""|x-amz-server-side-encryption: AES256|x-amz-meta-sha256: 42cbb4cb0fc7ade30be42157302562163cb301eee5a73037339533b22c122446|x-amz-meta-s3b-last-modified: 20230419T095527Z|x-amz-version-id: 8BUhRlyO0eCmev4ie83FFNc7IV7ytcQc|Accept-Ranges: bytes|Content-Type: text/csv|Server: AmazonS3|Content-Length: 124729|"Set-Cookie: cookiesession1=678A3E6280282DA7CB9B827505A9A296;Expires=Wed, 16 Jul 2025 10:12:17 GMT;Path=/;Secure;HttpOnly"|X-XSS-Protection: 1|X-Content-Type-Options: nosniff|Referrer-Policy: strict-origin-when-cross-origin
TRUE,200,0,https://movilidad-opendata.mitma.es/zonificacion/zonificacion_distritos/poblacion_distritos.csv,data/raw_data/v2/zonificacion/zonificacion_distritos/poblacion_distritos.csv,,text/csv,1681898222,0.238402,HTTP/1.1 200 OK|x-amz-id-2: hBUW+4vNqNhH3n4PD0gusw8Z661dgokUWH37P3JNGdWFz75850fkbVykiD1kLWgmz/Q36/Vu5pk=|x-amz-request-id: J1D88FF1KRWFCR4K|"Date: Tue, 16 Jul 2024 10:12:18 GMT"|"Last-Modified: Wed, 19 Apr 2023 09:57:02 GMT"|"ETag: ""13a13aa3c876a4f119f66f3a2dc5d54a"""|x-amz-server-side-encryption: AES256|x-amz-meta-sha256: 8ecc7426760c980f8a64dd2379bcd8660323c78aadb58531254e36c3c1e01626|x-amz-meta-s3b-last-modified: 20230419T095526Z|x-amz-version-id: kzKNH1JAVRi74gsbyMYGExcQQQJt0YjM|Accept-Ranges: bytes|Content-Type: text/csv|Server: AmazonS3|Content-Length: 60473|"Set-Cookie: cookiesession1=678A3E62D819F4F1392231196CF0EE4D;Expires=Wed, 16 Jul 2025 10:12:17 GMT;Path=/;Secure;HttpOnly"|X-XSS-Protection: 1|X-Content-Type-Options: nosniff|Referrer-Policy: strict-origin-when-cross-origin
TRUE,200,0,https://movilidad-opendata.mitma.es/zonificacion/zonificacion_distritos/zonificacion_distritos.cpg,data/raw_data/v2/zonificacion/zonificacion_distritos/zonificacion_distritos.cpg,,application/octet-stream,1681898222,0.151864,HTTP/1.1 200 OK|x-amz-id-2: B9Re4VtlDvigcEAmdYjCxfE5bAP1DAfeEi2dFyFUlbtI+c0FLGDHVWTreWy4YXuE4oXrEV6htC8=|x-amz-request-id: J1DDG6J235X0NCA0|"Date: Tue, 16 Jul 2024 10:12:18 GMT"|"Last-Modified: Wed, 19 Apr 2023 09:57:02 GMT"|"ETag: ""ae3b3df9970b49b6523e608759bc957d"""|x-amz-server-side-encryption: AES256|x-amz-meta-sha256: 3ad3031f5503a4404af825262ee8232cc04d4ea6683d42c5dd0a2f2a27ac9824|x-amz-meta-s3b-last-modified: 20230419T095529Z|x-amz-version-id: ZQJfAmj_TWFWUR47EYsQXDwnNnFcO0KA|Accept-Ranges: bytes|Content-Type: application/octet-stream|Server: AmazonS3|Content-Length: 5|"Set-Cookie: cookiesession1=678A3E628FB809CC21F0078A759C49C1;Expires=Wed, 16 Jul 2025 10:12:17 GMT;Path=/;Secure;HttpOnly"|X-XSS-Protection: 1|X-Content-Type-Options: nosniff|Referrer-Policy: strict-origin-when-cross-origin
TRUE,200,0,https://movilidad-opendata.mitma.es/zonificacion/zonificacion_distritos/zonificacion_distritos.dbf,data/raw_data/v2/zonificacion/zonificacion_distritos/zonificacion_distritos.dbf,,application/octet-stream,1681898222,0.558327,HTTP/1.1 200 OK|x-amz-id-2: 7iaaVDo8WXGjSCvQv+QEopGY5mzF2Ju4whFUaVQwJQ7mS4WkJWl08g3GBSTLG8BJnvfaD5tWMaw=|x-amz-request-id: J1D1Z0450GP30XNN|"Date: Tue, 16 Jul 2024 10:12:18 GMT"|"Last-Modified: Wed, 19 Apr 2023 09:57:02 GMT"|"ETag: ""299445078452f1f9280b7a725b599809"""|x-amz-server-side-encryption: AES256|x-amz-meta-sha256: 60579e68741bfbbf8f4b15b6fb26bd73c3a54ed5e245ab6e825392fe756bcf3b|x-amz-meta-s3b-last-modified: 20230419T095526Z|x-amz-version-id: 0T8Yt2f5pwDhUV5V9JopSj61Yyk9nn8q|Accept-Ranges: bytes|Content-Type: application/octet-stream|Server: AmazonS3|Content-Length: 316695|"Set-Cookie: cookiesession1=678A3E6235DE33BF9C459C5316588C4D;Expires=Wed, 16 Jul 2025 10:12:17 GMT;Path=/;Secure;HttpOnly"|X-XSS-Protection: 1|X-Content-Type-Options: nosniff|Referrer-Policy: strict-origin-when-cross-origin
TRUE,200,0,https://movilidad-opendata.mitma.es/zonificacion/zonificacion_distritos/zonificacion_distritos.prj,data/raw_data/v2/zonificacion/zonificacion_distritos/zonificacion_distritos.prj,,application/octet-stream,1681898222,0.65289,HTTP/1.1 200 OK|x-amz-id-2: WkxAyHNlUrXRjWYLq68vjTwxi5RuY3DkPpeEcdU9qaqZd9f9Emj1y6lf0ibpTs8cUMLoOsr/ydw=|x-amz-request-id: J1D8YGHP1C4P1G2C|"Date: Tue, 16 Jul 2024 10:12:18 GMT"|"Last-Modified: Wed, 19 Apr 2023 09:57:02 GMT"|"ETag: ""8747e0f893a7343298777a3404a619c2"""|x-amz-server-side-encryption: AES256|x-amz-meta-sha256: 45bb4e50d6458324cd89be2b9de22dcda8a1e2ac57c97513deba0b812918cc7c|x-amz-meta-s3b-last-modified: 20230419T095526Z|x-amz-version-id: 6W4rTYPn8b7V8cCg7e2I9AWD_6F8.V2w|Accept-Ranges: bytes|Content-Type: application/octet-stream|Server: AmazonS3|Content-Length: 393|X-XSS-Protection: 1|X-Content-Type-Options: nosniff|Referrer-Policy: strict-origin-when-cross-origin
TRUE,200,0,https://movilidad-opendata.mitma.es/zonificacion/zonificacion_distritos/zonificacion_distritos.qpj,data/raw_data/v2/zonificacion/zonificacion_distritos/zonificacion_distritos.qpj,,application/octet-stream,1681898222,0.65302,HTTP/1.1 200 OK|x-amz-id-2: RLry4lQ4qvwOIkyOtBhVeDyEDb2OWIssSLsb9sgATrCXMp+axyriKso2GXqSEY8V0W+JZ3KzSoc=|x-amz-request-id: J1DFH5DTCBVK43V8|"Date: Tue, 16 Jul 2024 10:12:18 GMT"|"Last-Modified: Wed, 19 Apr 2023 09:57:02 GMT"|"ETag: ""4eb42cca07d7b541525f02183f7fba29"""|x-amz-server-side-encryption: AES256|x-amz-meta-sha256: 38c004bd2c7e21bc63e6da24ba42566199ba53192cba2195b1251f7372f4f9a4|x-amz-meta-s3b-last-modified: 20230419T095527Z|x-amz-version-id: CuMEjnt12FOakuraNdTh94jkX7fVLmNw|Accept-Ranges: bytes|Content-Type: application/octet-stream|Server: AmazonS3|Content-Length: 618|X-XSS-Protection: 1|X-Content-Type-Options: nosniff|Referrer-Policy: strict-origin-when-cross-origin
TRUE,200,0,https://movilidad-opendata.mitma.es/zonificacion/zonificacion_distritos/zonificacion_distritos.shp,data/raw_data/v2/zonificacion/zonificacion_distritos/zonificacion_distritos.shp,,application/octet-stream,1681898222,6.917806,HTTP/1.1 200 OK|x-amz-id-2: 6Mbr2drR0iuGpOWS3K2q9GVykiR/IsqP6wHnuBYsjoAAEfEBt18fYJo0b3emonUUmVntpVNfDNw=|x-amz-request-id: J1D3CP82JED3T24V|"Date: Tue, 16 Jul 2024 10:12:18 GMT"|"Last-Modified: Wed, 19 Apr 2023 09:57:02 GMT"|"ETag: ""a769449b63dd678a0faea2a21bc2ea5d-3"""|x-amz-server-side-encryption: AES256|x-amz-meta-sha256: c480cd2a50618570b2650001191581b2280395f998d820e48ca5163266cb3cbb|x-amz-meta-s3b-last-modified: 20230419T095539Z|x-amz-version-id: Cms_pm8txwcK.pMwdimgqv7YS_43tauA|Accept-Ranges: bytes|Content-Type: application/octet-stream|Server: AmazonS3|Content-Length: 23410552|X-XSS-Protection: 1|X-Content-Type-Options: nosniff|Referrer-Policy: strict-origin-when-cross-origin
TRUE,200,0,https://movilidad-opendata.mitma.es/zonificacion/zonificacion_distritos/zonificacion_distritos.shx,data/raw_data/v2/zonificacion/zonificacion_distritos/zonificacion_distritos.shx,,application/octet-stream,1681898225,1.140575,HTTP/1.1 200 OK|x-amz-id-2: VIoiYam2BB03zGKyEtfXDS7vIJd6AH36mzrJPWzIIcqZipQHIL7XexywOuaGSJmIpjLyzRHFXMA=|x-amz-request-id: 5BGH3A3CF44Q2YQM|"Date: Tue, 16 Jul 2024 10:12:19 GMT"|"Last-Modified: Wed, 19 Apr 2023 09:57:05 GMT"|"ETag: ""8f415e8e5d66e5b65f3a0a9e7a364b2a"""|x-amz-server-side-encryption: AES256|x-amz-meta-sha256: 659aeb5cb370fbe888c9e1fdb7729ff62074f64062faae211fa406eecb1a0ea2|x-amz-meta-s3b-last-modified: 20230419T095526Z|x-amz-version-id: eFFR0InPwL570phUFfI.S1L5VVSS1.Da|Accept-Ranges: bytes|Content-Type: application/octet-stream|Server: AmazonS3|Content-Length: 31372|X-XSS-Protection: 1|X-Content-Type-Options: nosniff|Referrer-Policy: strict-origin-when-cross-origin
TRUE,200,0,https://movilidad-opendata.mitma.es/zonificacion/zonificacion_distritos/zonificacion_distritos_centroides.cpg,data/raw_data/v2/zonificacion/zonificacion_distritos/zonificacion_distritos_centroides.cpg,,application/octet-stream,1681898225,1.008079,HTTP/1.1 200 OK|x-amz-id-2: 2NQhXwskZaP2w5lKm6pALQZzM+43m0dwb9JDf/QWMd5Lfqyt1MPN8unsGDAa2Vt8rFTZVU7AFRs=|x-amz-request-id: 5BGR02QZE1XR3D2J|"Date: Tue, 16 Jul 2024 10:12:19 GMT"|"Last-Modified: Wed, 19 Apr 2023 09:57:05 GMT"|"ETag: ""ae3b3df9970b49b6523e608759bc957d"""|x-amz-server-side-encryption: AES256|x-amz-meta-sha256: 3ad3031f5503a4404af825262ee8232cc04d4ea6683d42c5dd0a2f2a27ac9824|x-amz-meta-s3b-last-modified: 20230419T095533Z|x-amz-version-id: 8iERvh0ERmYrHtrLx6K6BJNbyvmVSzHc|Accept-Ranges: bytes|Content-Type: application/octet-stream|Server: AmazonS3|Content-Length: 5|X-XSS-Protection: 1|X-Content-Type-Options: nosniff|Referrer-Policy: strict-origin-when-cross-origin
TRUE,200,0,https://movilidad-opendata.mitma.es/zonificacion/zonificacion_distritos/zonificacion_distritos_centroides.dbf,data/raw_data/v2/zonificacion/zonificacion_distritos/zonificacion_distritos_centroides.dbf,,application/octet-stream,1681898225,1.28544,HTTP/1.1 200 OK|x-amz-id-2: RROdVHfC1AwyJkMLnMGFLy7HHL0X9PfLScJp5FkZAd/c/ZfDNyxVRQd7SJ0LGg6YuBwrh+z41ks=|x-amz-request-id: 5BGXVRDF7SC7367E|"Date: Tue, 16 Jul 2024 10:12:19 GMT"|"Last-Modified: Wed, 19 Apr 2023 09:57:05 GMT"|"ETag: ""299445078452f1f9280b7a725b599809"""|x-amz-server-side-encryption: AES256|x-amz-meta-sha256: 60579e68741bfbbf8f4b15b6fb26bd73c3a54ed5e245ab6e825392fe756bcf3b|x-amz-meta-s3b-last-modified: 20230419T095527Z|x-amz-version-id: U7io_HsJ_zDMnfMyGb5GbC3OU5n_5sH2|Accept-Ranges: bytes|Content-Type: application/octet-stream|Server: AmazonS3|Content-Length: 316695|X-XSS-Protection: 1|X-Content-Type-Options: nosniff|Referrer-Policy: strict-origin-when-cross-origin
TRUE,200,0,https://movilidad-opendata.mitma.es/zonificacion/zonificacion_distritos/zonificacion_distritos_centroides.prj,data/raw_data/v2/zonificacion/zonificacion_distritos/zonificacion_distritos_centroides.prj,,application/octet-stream,1681898225,0.221274,HTTP/1.1 200 OK|x-amz-id-2: pRJSCIPIICKO/Veu55b42kv4cC+cXvP6qFTYP1SlWR9gvUaYmFfA53pq9kXN0PNcxZ/9U3Q5wGc=|x-amz-request-id: J1D8RZXGEVK2B372|"Date: Tue, 16 Jul 2024 10:12:18 GMT"|"Last-Modified: Wed, 19 Apr 2023 09:57:05 GMT"|"ETag: ""8747e0f893a7343298777a3404a619c2"""|x-amz-server-side-encryption: AES256|x-amz-meta-sha256: 45bb4e50d6458324cd89be2b9de22dcda8a1e2ac57c97513deba0b812918cc7c|x-amz-meta-s3b-last-modified: 20230419T095525Z|x-amz-version-id: _PNWeJ9VNkzaS2AH1P.2D82z5iDWPQAS|Accept-Ranges: bytes|Content-Type: application/octet-stream|Server: AmazonS3|Content-Length: 393|X-XSS-Protection: 1|X-Content-Type-Options: nosniff|Referrer-Policy: strict-origin-when-cross-origin
TRUE,200,0,https://movilidad-opendata.mitma.es/zonificacion/zonificacion_GAU/nombres_gaus.csv,data/raw_data/v2/zonificacion/zonificacion_GAU/nombres_gaus.csv,,text/csv,1681898226,1.251023,HTTP/1.1 200 OK|x-amz-id-2: 5w1GfX7WJivWHNEf+BOszemrZ1MOo9h7HiZJieXmQGjwt4EDXOs2N3mQnXTTSX8DVWsLGp5hGBk=|x-amz-request-id: 5BGMS6KDYT1Y6V6F|"Date: Tue, 16 Jul 2024 10:12:19 GMT"|"Last-Modified: Wed, 19 Apr 2023 09:57:06 GMT"|"ETag: ""679dc2279879702089235bc3e16a6625"""|x-amz-server-side-encryption: AES256|x-amz-meta-sha256: daeab9b163dfad363832908caaf51044815d4614d83c63d939fe935d64b86c08|x-amz-meta-s3b-last-modified: 20230419T095525Z|x-amz-version-id: nV4JJlGmugiWyM5Er0quqaGRqaQAeQp1|Accept-Ranges: bytes|Content-Type: text/csv|Server: AmazonS3|Content-Length: 68993|X-XSS-Protection: 1|X-Content-Type-Options: nosniff|Referrer-Policy: strict-origin-when-cross-origin
TRUE,200,0,https://movilidad-opendata.mitma.es/zonificacion/zonificacion_GAU/poblacion_gaus.csv,data/raw_data/v2/zonificacion/zonificacion_GAU/poblacion_gaus.csv,,text/csv,1681898226,0.878407,HTTP/1.1 200 OK|x-amz-id-2: QSy8x3/Gr47DbseKJ03rY3G04mJDoPCLBUUzDvdHBWzHNWCIfJkdWMv+J+pMAoC7tAbYm8PICzM=|x-amz-request-id: 5BGSSYEV8PFBEGKP|"Date: Tue, 16 Jul 2024 10:12:19 GMT"|"Last-Modified: Wed, 19 Apr 2023 09:57:06 GMT"|"ETag: ""1621ed112ff2a2bcd35f260c8a58e58a"""|x-amz-server-side-encryption: AES256|x-amz-meta-sha256: f938c50fe00665c652651a45119f1a4dbabf6feaee19e2d38318e8b4b344ea2d|x-amz-meta-s3b-last-modified: 20230419T095527Z|x-amz-version-id: fw2ufVkn6dOTjrNbHhqzutdpkWOfHAOo|Accept-Ranges: bytes|Content-Type: text/csv|Server: AmazonS3|Content-Length: 33393|X-XSS-Protection: 1|X-Content-Type-Options: nosniff|Referrer-Policy: strict-origin-when-cross-origin
TRUE,200,0,https://movilidad-opendata.mitma.es/zonificacion/zonificacion_GAU/zonificacion_gaus.cpg,data/raw_data/v2/zonificacion/zonificacion_GAU/zonificacion_gaus.cpg,,application/octet-stream,1681898226,0.220107,HTTP/1.1 200 OK|x-amz-id-2: ymMX8Dp4EjGJ9/nzbLDsARDun5yNsKPol2M7A7fL4OgyRlJj/MlxeiKK7nR7Ynnipg5FswlNwkI=|x-amz-request-id: J1D0573ED3PSABJ9|"Date: Tue, 16 Jul 2024 10:12:18 GMT"|"Last-Modified: Wed, 19 Apr 2023 09:57:06 GMT"|"ETag: ""ae3b3df9970b49b6523e608759bc957d"""|x-amz-server-side-encryption: AES256|x-amz-meta-sha256: 3ad3031f5503a4404af825262ee8232cc04d4ea6683d42c5dd0a2f2a27ac9824|x-amz-meta-s3b-last-modified: 20230419T095525Z|x-amz-version-id: 9Fi5s.nVUECgNzhFe8IHv.5ZJA7VWcCs|Accept-Ranges: bytes|Content-Type: application/octet-stream|Server: AmazonS3|Content-Length: 5|X-XSS-Protection: 1|X-Content-Type-Options: nosniff|Referrer-Policy: strict-origin-when-cross-origin
